REGI?O:;N
UF:;AM
ESTAC?O:;MANAUS
CODIGO (WMO):;A101
LATITUDE:;-3,10361111
LONGITUDE:;-60,01555555
ALTITUDE:;48,79
DATA DE FUNDAC?O:;09/05/00
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (W/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2020/02/27;0900 UTC;1,8;1004,4;1004,5;1004,3;0;24;23;24,1;23,9;23;22,9;94;94;94;180;1,7;,6;
2020/02/27;1000 UTC;,2;1004,5;1004,5;1004,3;,1;24,3;23,3;24,4;24;23,3;23;94;94;94;16;1,9;,5;
2020/02/27;1100 UTC;0;1005,4;1005,4;1004,5;124,2;24,8;23,7;24,8;24,3;23,8;23,3;94;94;94;30;1,5;,4;
2020/02/27;1200 UTC;0;1006,4;1006,4;1005,4;311,1;25,8;24,3;25,8;24,8;24,3;23,7;94;91;92;64;1,1;,4;
2020/02/27;1300 UTC;0;1007;1007;1006,4;695,9;26,9;24;26,9;25,7;24,4;23,8;92;84;84;105;2,5;1,4;
2020/02/27;1400 UTC;0;1006,9;1007,1;1006,9;827,8;27,7;24,5;27,7;26,8;24,7;23,8;86;81;83;58;2,5;1,2;
2020/02/27;1500 UTC;0;1006,7;1006,9;1006,7;1093,3;28,6;24,9;28,6;27,5;25,1;24,1;84;78;81;35;2,7;,8;
2020/02/27;1600 UTC;0;1006,1;1006,7;1006,1;1511;29,6;23,5;29,6;28,3;25,2;23,5;82;70;70;55;3,5;1,2;
2020/02/27;1700 UTC;0;1005;1006,1;1005;1991,6;30,3;23,6;31;29,4;24,8;23;73;64;67;44;3,3;1,3;
2020/02/27;1800 UTC;0;1003,4;1005;1003,4;2383,9;31,5;22,6;31,9;30,3;24,3;22,4;67;58;59;95;4,3;1,2;
2020/02/27;1900 UTC;0;1002,2;1003,4;1002,2;1675,1;31,7;24;32,3;30,3;24,9;22,5;70;59;64;306;4,5;1,2;
2020/02/27;2000 UTC;0;1001,9;1002,2;1001,8;1427,3;32;22,9;33,1;30,7;24,3;22;65;52;59;299;3,4;1,3;
2020/02/27;2100 UTC;5,4;1002,2;1002,2;1001,9;398,2;27,5;24,5;32;27,4;25,2;22,2;86;57;84;312;5,6;1;
2020/02/27;2200 UTC;0;1002,7;1002,7;1002,2;320,2;27,3;24,6;27,8;27,3;25,4;24,3;88;81;85;313;3,1;,6;
2020/02/27;2300 UTC;,2;1003,4;1003,4;1002,7;19,2;27;24,2;27,3;26,7;24,8;24;88;85;85;55;1,6;,2;
2020/02/28;0000 UTC;0;1004,6;1004,6;1003,4;2,9;26,9;23,4;28,3;26,9;24,9;23;88;76;81;64;8,6;2,8;
2020/02/28;0100 UTC;0;1005,1;1005,1;1004,6;1,1;27,1;22,9;27,1;26,5;23,5;22,9;83;78;78;64;6,8;1,7;
2020/02/28;0200 UTC;0;1005,9;1005,9;1005,1;1,9;27,5;22,9;27,5;27;23,1;22,8;79;76;76;52;3,1;1,4;
2020/02/28;0300 UTC;,2;1006,1;1006,3;1005,9;,7;26,3;23,5;27,6;26,1;23,5;22,3;85;74;85;93;4,7;,9;
2020/02/28;0400 UTC;0;1005,8;1006,1;1005,8;0;26,4;22,9;26,4;26,1;24,1;22,9;89;82;82;165;1,8;,2;
2020/02/28;0500 UTC;0;1005,5;1005,8;1005,5;,8;27,4;23,2;27,8;26,4;23,7;22,8;85;74;78;78;3;1,6;
2020/02/28;0600 UTC;0;1005,1;1005,5;1005,1;,1;27;24,5;27,4;26,9;24,5;23,1;86;77;86;83;3;1,4;
2020/02/28;0700 UTC;0;1004,8;1005,2;1004,7;0;26,9;24,7;27;26,9;24,7;24,5;88;86;88;81;2,5;1;
2020/02/28;0800 UTC;,2;1004,6;1004,8;1004,4;0;26,6;24,4;26,9;26,6;24,8;24,3;88;86;88;100;2,9;1;
2020/02/28;0900 UTC;0;1005,2;1005,2;1004,6;0;26,6;24,5;26,7;26,6;24,5;24,4;88;88;88;118;2,6;1,1;
2020/02/28;1000 UTC;0;1005,3;1005,3;1005,2;0;26,5;24,6;26,7;26,5;24,6;24,5;89;88;89;104;3;,9;
2020/02/28;1100 UTC;0;1006,2;1006,2;1005,3;165,1;27;24,7;27;26,5;24,9;24,6;90;87;87;125;2,8;1;
2020/02/28;1200 UTC;0;1007,4;1007,4;1006,2;505,1;27,8;24,9;27,8;26,9;25;24,5;87;83;84;140;2,1;,8;
2020/02/28;1300 UTC;0;1008;1008;1007,4;1050,1;28,9;23,8;29,8;27,7;25,3;23,7;85;72;74;195;2,1;,7;
2020/02/28;1400 UTC;0;1008,1;1008,2;1008;1197,2;29,2;24,2;30,6;28,7;25,3;22,9;77;68;74;239;3,3;1,6;
2020/02/28;1500 UTC;0;1007,7;1008,2;1007,7;1632,3;29,8;24,5;30,2;28,6;25,5;24,2;81;72;73;225;5,9;2,6;
2020/02/28;1600 UTC;0;1007,1;1007,7;1007,1;2143,6;29,6;24,1;30,5;29,5;25,1;23,8;76;70;72;217;5,9;2,6;
2020/02/28;1700 UTC;,2;1006,2;1007,1;1006,2;469,7;27,4;24,5;29,8;26,9;24,6;23,8;85;72;85;195;5,2;1,7;
2020/02/28;1800 UTC;0;1005,1;1006,3;1005,1;1078,6;28,8;24,1;28,8;26,2;25,2;22;88;74;76;274;5,8;1,8;
2020/02/28;1900 UTC;0;1004,6;1005,1;1004,5;877,7;28,6;24,8;29,1;28,3;25,1;23,7;81;74;80;229;6,2;2,4;
2020/02/28;2000 UTC;0;1004,5;1004,7;1004,5;294,5;27,9;24,3;28,7;27,9;24,7;24;81;77;81;267;5,9;2,3;
2020/02/28;2100 UTC;,2;1004,4;1004,8;1004,4;82,6;26,7;24,8;27,9;26,1;24,8;23,5;90;81;89;247;5,5;1,7;
2020/02/28;2200 UTC;0;1004,9;1005;1004,4;74,8;27;24,4;27;26,7;24,8;24,3;89;85;86;255;3,8;1,5;
2020/02/28;2300 UTC;0;1005,3;1005,3;1004,9;3,8;26,9;24,2;27,1;26,9;24,4;24,1;86;84;85;251;4,9;2,4;
2020/02/29;0000 UTC;0;1006;1006;1005,3;0;26,7;24,2;26,9;26,7;24,3;24,2;87;85;86;239;4,9;1,9;
2020/02/29;0100 UTC;0;1006,6;1006,6;1006;0;26,6;24,1;26,7;26,6;24,3;24;87;85;86;207;3,9;1,4;
2020/02/29;0200 UTC;,2;1007,2;1007,2;1006,6;0;26,3;24,1;26,6;26,3;24,2;24,1;88;86;88;169;3,8;,9;
2020/02/29;0300 UTC;0;1007,5;1007,6;1007,2;0;26,2;23,9;26,3;26,1;24,1;23,8;88;87;87;174;3,5;1,5;
2020/02/29;0400 UTC;0;1007,6;1007,7;1007,5;0;26;23,8;26,2;26;23,9;23,8;88;87;88;154;3,5;,9;
2020/02/29;0500 UTC;0;1007,3;1007,6;1007,3;0;25,9;23,8;26;25,9;23,9;23,6;88;87;88;125;3,8;1,8;
2020/02/29;0600 UTC;0;1006,3;1007,3;1006,3;0;25,7;23,6;25,9;25,6;23,8;23,6;89;88;88;104;4,2;1,2;
2020/02/29;0700 UTC;0;1006;1006,4;1006;0;25,6;23,3;25,8;25,6;23,6;23,3;88;87;87;118;3;,7;
2020/02/29;0800 UTC;0;1006,4;1006,5;1006;0;25,4;23,5;25,6;25,4;23,5;23,3;89;87;89;150;2,3;,5;
2020/02/29;0900 UTC;0;1006,7;1006,7;1006,4;0;25,4;23,7;25,5;25,2;23,7;23,4;90;89;90;181;1,8;,6;
2020/02/29;1000 UTC;0;1007,1;1007,1;1006,6;0;25,5;23,5;25,6;25,4;23,7;23,4;90;88;89;112;2,2;,9;
2020/02/29;1100 UTC;0;1007,7;1007,7;1007,1;105,2;25,9;23,6;25,9;25,5;23,7;23,5;89;87;87;122;3,3;1,4;
2020/02/29;1200 UTC;0;1008,5;1008,5;1007,7;512,3;26,6;23,2;26,7;25,9;23,7;23,1;88;81;81;95;3,8;1,9;
2020/02/29;1300 UTC;0;1009;1009;1008,5;1990,3;28,6;23,7;28,7;26,6;24,2;22,9;83;73;75;86;4,3;2,3;
2020/02/29;1400 UTC;0;1009,3;1009,3;1009;2072,9;29,6;23,8;29,9;28,4;24,1;22,8;76;67;71;64;4,3;2;
2020/02/29;1500 UTC;0;1008,9;1009,3;1008,9;2346,4;30,1;23,4;30,4;29,5;24,2;22,6;72;65;67;91;4,9;1,8;
2020/02/29;1600 UTC;0;1007,9;1008,9;1007,9;1910,5;30,6;23,7;30,8;29,4;23,7;22,2;70;62;67;62;5,6;2;
2020/02/29;1700 UTC;0;1006,7;1007,9;1006,7;2774,3;31,2;23,5;32,4;30,5;24,8;22,3;67;57;64;331;4,9;1,1;
2020/02/29;1800 UTC;0;1005,4;1006,7;1005,4;1437,1;30,8;23,8;32;30,6;24,4;22,1;69;57;66;315;5;1,3;
2020/02/29;1900 UTC;0;1004,3;1005,4;1004,3;1787,6;32;23,8;32,5;30,4;24,2;23,1;68;58;62;13;5,1;1,1;
2020/02/29;2000 UTC;2;1003,9;1004,3;1003,9;388,7;27,5;25;32;27,2;25,1;23,2;88;61;86;18;5,3;,5;
2020/02/29;2100 UTC;0;1003,9;1004,2;1003,8;223,7;27,1;24,9;27,6;27,1;25,1;24,4;88;84;88;286;3,4;,8;
2020/02/29;2200 UTC;0;1004,3;1004,5;1003,9;58;26,9;24;27,5;26,9;24,9;23,9;88;83;84;274;5,8;1,7;
2020/02/29;2300 UTC;,4;1005,1;1005,1;1004,2;1,4;26,3;24,4;26,9;26,3;24,4;24;89;84;89;46;3,6;,8;
2020/03/01;0000 UTC;0;1006,1;1006,1;1005,1;0;26,8;24,5;26,9;25,9;24,5;24,3;91;86;87;186;2,7;1,2;
2020/03/01;0100 UTC;0;1006,9;1006,9;1006;0;26,4;24,1;26,8;26,1;24,6;23,8;88;85;87;113;2,9;,6;
2020/03/01;0200 UTC;,2;1007,3;1007,3;1006,9;0;26;24,3;26,5;25,9;24,4;23,8;91;86;91;318;2,5;,6;
2020/03/01;0300 UTC;0;1007,2;1007,4;1007,2;0;26,8;24,5;26,8;26;24,8;24,3;91;87;87;73;2,1;1,4;
2020/03/01;0400 UTC;0;1007,1;1007,2;1007,1;0;26,8;24,3;26,9;26,7;24,5;24,2;88;86;86;96;2,3;,8;
2020/03/01;0500 UTC;0;1006,2;1007,1;1006,2;0;26,4;24;26,8;26,3;24,4;23,8;88;86;86;127;2,6;1;
2020/03/01;0600 UTC;0;1005,5;1006,2;1005,5;0;26;24,3;26,5;25,9;24,4;23,9;90;86;90;98;2,1;,7;
2020/03/01;0700 UTC;0;1005,3;1005,6;1005,3;0;25,9;24,2;26,1;25,8;24,3;24;90;89;90;59;1,5;,3;
2020/03/01;0800 UTC;0;1004,7;1005,3;1004,7;0;26,3;24,3;26,3;25,8;24,4;24,1;91;89;89;69;1,9;1,1;
2020/03/01;0900 UTC;0;1005,1;1005,1;1004,7;0;26,2;24,2;26,3;26,1;24,3;24,2;89;88;89;126;2,1;1;
2020/03/01;1000 UTC;0;1005,4;1005,4;1005,1;0;25,7;24,2;26,2;25,7;24,4;24,2;91;89;91;357;1,8;,3;
2020/03/01;1100 UTC;0;1006,5;1006,5;1005,4;238,2;27,1;24,5;27,1;25,6;24,7;24,2;92;86;86;86;2,2;1,3;
2020/03/01;1200 UTC;0;1007,1;1007,1;1006,5;624,2;27,8;25;27,8;26,8;25;24,2;87;83;85;93;3,4;,9;
2020/03/01;1300 UTC;0;1007,7;1007,7;1007,1;953,4;28,7;24,7;28,9;27,7;24,8;24,1;85;77;79;91;2,6;,9;
2020/03/01;1400 UTC;0;1007,7;1007,8;1007,7;1316,9;29,6;25,1;29,8;28,7;25,2;24,3;79;73;77;50;3;1,2;
2020/03/01;1500 UTC;0;1007,5;1007,8;1007,5;1432,1;30,8;24,5;31,1;29,1;25,3;24;78;66;69;33;4,1;,8;
2020/03/01;1600 UTC;,2;1006,8;1007,5;1006,8;996,5;28,8;24,2;30,8;27,1;24,9;22,5;80;67;76;75;6,3;,4;
2020/03/01;1700 UTC;0;1005,4;1006,7;1005,4;1338,9;30,2;24,5;30,6;28,8;25,5;24;77;70;72;64;3,2;1,2;
2020/03/01;1800 UTC;0;1003,8;1005,4;1003,8;2278,7;31,9;21,1;31,9;29,4;24,7;20,2;73;52;53;47;5,5;1,7;
2020/03/01;1900 UTC;0;1002,6;1003,8;1002,6;930,2;30,5;21,5;31,8;30,5;23,8;20,6;68;51;59;16;4,8;,8;
2020/03/01;2000 UTC;0;1002,1;1002,7;1002,1;1157,5;30;24,2;30,8;29,8;25,2;21,8;75;59;71;199;4,6;2;
2020/03/01;2100 UTC;0;1001,8;1002,1;1001,7;1185,2;30,3;24,4;31,4;30;25,1;24;73;67;71;226;3,8;1,7;
2020/03/01;2200 UTC;0;1002,1;1002,1;1001,7;197,4;28,9;24,9;30,4;28,9;25,1;23,9;79;70;79;217;3,4;,8;
2020/03/01;2300 UTC;0;1003,9;1003,9;1002,1;4,8;28,1;24,7;28,9;28,1;25,1;24,7;82;79;81;221;3,7;1,6;
2020/03/02;0000 UTC;0;1005,3;1005,3;1003,9;0;28;25;28,2;27,9;25;24,6;84;81;84;123;3,7;,7;
2020/03/02;0100 UTC;0;1006;1006;1005,3;0;28,1;24;28,1;27,9;25,1;24;85;78;78;103;2,9;1,6;
2020/03/02;0200 UTC;0;1006,3;1006,3;1005,9;0;27,7;23,9;28,1;27,5;23,9;23,4;80;76;80;176;2,9;,5;
2020/03/02;0300 UTC;0;1006,4;1006,5;1006,3;0;27,7;24,5;27,8;27,2;24,6;23,7;84;79;83;226;4;1,9;
2020/03/02;0400 UTC;0;1006,1;1006,4;1006,1;0;27,3;25,2;27,7;27,3;25,2;24,3;88;82;88;246;6;2,6;
2020/03/02;0500 UTC;14;1005,6;1006,1;1005,6;,1;24,7;23,3;27,3;24,6;25,3;23,2;93;88;92;121;6;1;
2020/03/02;0600 UTC;2,2;1004,8;1005,6;1004,7;0;25,1;23,5;25,3;24,7;23,9;23,1;93;89;91;164;4,7;1;
2020/03/02;0700 UTC;,2;1004,9;1004,9;1004,5;0;24,9;23,5;25,1;24,8;23,6;23,2;92;90;92;95;3;,7;
2020/03/02;0800 UTC;,4;1005,2;1005,2;1004,9;0;24,8;23,6;25,2;24,8;23,9;23,5;93;92;93;5;3,6;,8;
2020/03/02;0900 UTC;23;1005,6;1005,6;1005,2;0;23,7;22,7;24,8;23,7;23,6;22,6;94;93;94;274;4,9;,8;
2020/03/02;1000 UTC;2,4;1005,8;1005,8;1005,5;0;23,9;22,8;23,9;23,7;22,9;22,7;94;94;94;53;2,6;1,1;
2020/03/02;1100 UTC;,8;1006,7;1006,8;1005,8;16;24,3;22,9;24,3;23,8;23,1;22,8;94;92;92;76;2,6;1,3;
2020/03/02;1200 UTC;,4;1007,6;1007,6;1006,7;123;24,7;23,2;24,7;24,1;23,3;22,8;93;91;91;103;2,3;,9;
2020/03/02;1300 UTC;,2;1008,3;1008,3;1007,6;321,8;25,1;23,3;25,2;24,7;23,4;23,1;92;89;90;76;3,2;1,7;
2020/03/02;1400 UTC;0;1008,4;1008,4;1008,2;518;25,5;23,3;25,6;25;23,6;23,1;91;87;88;75;3,3;1,4;
2020/03/02;1500 UTC;0;1007,7;1008,4;1007,7;705,3;25,9;22,6;26,1;25,5;23,5;22,5;88;81;82;57;4;1,6;
2020/03/02;1600 UTC;0;1006,8;1007,7;1006,8;956,3;26,6;22,3;26,9;25,9;22,9;21,9;82;75;77;75;3;1,4;
2020/03/02;1700 UTC;0;1005,9;1006,8;1005,9;981,3;26,5;23;26,7;26,3;23,4;22;83;77;81;84;4;1,7;
2020/03/02;1800 UTC;0;1005;1005,9;1005;785,2;26,5;22,9;26,6;25,9;23,4;22,7;84;81;81;60;4;1,6;
2020/03/02;1900 UTC;0;1004,4;1005;1004,4;757;26,8;23,2;26,9;26,4;23,6;22,7;83;78;81;68;4;1,7;
2020/03/02;2000 UTC;0;1003,5;1004,4;1003,5;642,4;26,8;22,8;27;26,6;23,3;22,7;82;78;79;52;4,3;1,9;
2020/03/02;2100 UTC;0;1003,2;1003,6;1003,2;395,2;26,7;22,8;27;26,6;22,9;22,5;80;77;80;74;4,3;1,8;
2020/03/02;2200 UTC;0;1003,3;1003,3;1003,1;271,8;26,2;22,8;26,7;26,2;22,9;22,6;82;79;82;79;4,3;2,2;
2020/03/02;2300 UTC;0;1003,4;1003,4;1003,3;8;25,8;23;26,2;25,7;23,1;22,7;85;81;85;72;5,1;1,4;
2020/03/03;0000 UTC;0;1004,2;1004,2;1003,4;0;25,5;23,1;25,8;25,2;23,1;22,9;87;84;87;62;3,7;1;
2020/03/03;0100 UTC;0;1004,6;1004,6;1004,1;0;25,6;23;25,7;25,4;23,2;23;87;85;86;71;3,1;1,4;
2020/03/03;0200 UTC;0;1005,3;1005,3;1004,6;0;25,8;23;25,8;25,6;23;22,8;86;84;85;106;3,2;,9;
2020/03/03;0300 UTC;0;1005,7;1005,7;1005,3;0;25,4;23,1;25,8;25,4;23,2;23;87;85;87;107;3;1;
2020/03/03;0400 UTC;0;1005,3;1005,7;1005,3;0;25,3;23,1;25,4;25,2;23,1;23,1;88;87;88;82;3,5;1,5;
2020/03/03;0500 UTC;0;1005,1;1005,3;1004,9;0;24,9;23;25,3;24,8;23,1;22,9;90;88;89;145;3,5;,7;
2020/03/03;0600 UTC;0;1004,7;1005,1;1004,7;0;24,7;23,1;25;24,3;23,3;22,8;92;89;91;122;1,7;,7;
2020/03/03;0700 UTC;0;1004,1;1004,7;1004,1;0;24,8;23,1;24,9;24,7;23,2;23;91;90;90;75;2,6;1,2;
2020/03/03;0800 UTC;0;1003,6;1004,1;1003,5;0;25;22,9;25;24,8;23,1;22,9;90;88;88;83;3,9;1,9;
2020/03/03;0900 UTC;0;1004,2;1004,2;1003,5;0;24,9;23,1;25;24,8;23,1;22,9;90;88;90;72;4;,9;
2020/03/03;1000 UTC;0;1004,8;1004,8;1004,2;0;24,9;23;25;24,9;23,1;23;90;89;89;106;3,1;,8;
2020/03/03;1100 UTC;0;1005,5;1005,5;1004,8;92,7;25,2;23,2;25,2;24,8;23,2;23;90;89;89;107;2,8;1,1;
2020/03/03;1200 UTC;0;1006,5;1006,5;1005,5;543,1;26,2;23,6;26,3;25,3;23,7;23,2;89;85;86;70;4,1;2,4;
2020/03/03;1300 UTC;0;1007;1007,1;1006,5;1102,1;27,6;22,6;27,8;26,1;23,9;22,6;86;74;74;72;4,3;1,9;
2020/03/03;1400 UTC;0;1007,2;1007,2;1007;2112,2;28,8;22,1;29,3;27,6;24,1;21,3;76;65;67;72;6;3,2;
2020/03/03;1500 UTC;0;1006,8;1007,2;1006,8;3103,9;30,6;22,9;30,8;28,8;23,5;21,7;69;62;64;99;6,2;2;
2020/03/03;1600 UTC;0;1005,8;1006,8;1005,8;3015,5;31,4;22,8;31,7;30,5;24,3;22,4;66;60;60;67;5,7;1,8;
2020/03/03;1700 UTC;0;1004,7;1005,8;1004,7;2376,2;32,5;22,2;32,5;31,2;24,1;21,8;64;54;55;38;4,8;2;
2020/03/03;1800 UTC;0;1003,5;1004,7;1003,5;2270,2;31,8;22,6;33,2;31,7;23,1;20,5;60;49;58;35;6,1;1,6;
2020/03/03;1900 UTC;7,6;1002,7;1003,6;1002,7;494;27,9;23;31,8;25,1;23,7;21,5;87;58;75;87;8,7;1,1;
2020/03/03;2000 UTC;0;1001,8;1002,8;1001,8;641,7;29,3;23,9;29,4;27,4;24,5;22,9;81;70;73;76;2,8;1,5;
2020/03/03;2100 UTC;0;1001,7;1001,8;1001,6;617,3;30;24;30;29,3;24;23;73;67;70;68;3,6;1,3;
2020/03/03;2200 UTC;0;1002,2;1002,3;1001,6;260,9;29,6;23,9;30,3;29,6;24,1;23,2;72;67;72;83;4;1,3;
2020/03/03;2300 UTC;0;1003;1003;1002,2;4,4;29,1;23,7;29,5;28,7;23,9;23,4;74;70;73;102;2,6;1;
2020/03/04;0000 UTC;0;1003,8;1003,8;1003;0;28,8;24;29,2;28,6;24,1;23,3;77;71;75;130;2,5;,9;
2020/03/04;0100 UTC;0;1005;1005;1003,8;0;28,4;23,8;28,9;28,4;24,2;23,8;77;74;76;89;3,7;1,9;
2020/03/04;0200 UTC;0;1005,8;1005,8;1005;0;28,2;23,7;28,5;28,2;23,9;23,6;77;75;77;78;3,7;1,7;
2020/03/04;0300 UTC;0;1006,4;1006,4;1005,8;0;27,7;23,8;28,2;27,7;24;23,5;80;76;79;94;3,4;,7;
2020/03/04;0400 UTC;0;1005,9;1006,4;1005,9;0;27,6;24;27,8;27,2;24,2;23,8;84;79;81;97;1,7;,7;
2020/03/04;0500 UTC;0;1005,3;1005,9;1005,3;0;27,2;24,4;27,6;27;24,4;24;86;81;85;80;1,7;,7;
2020/03/04;0600 UTC;0;1004,7;1005,3;1004,7;0;27,2;24;27,5;27,2;24,5;23,9;85;81;83;89;2,5;,7;
2020/03/04;0700 UTC;0;1004,4;1004,7;1004,4;0;26,9;24,1;27,3;26,8;24,1;24;85;83;85;77;2,4;,7;
2020/03/04;0800 UTC;0;1004,1;1004,4;1004,1;0;26,8;24,3;27;26,6;24,3;24;86;85;86;86;1,5;,8;
2020/03/04;0900 UTC;0;1004,3;1004,3;1004;0;26,8;24,5;27;26,5;24,6;24,2;88;85;88;127;2,3;,6;
2020/03/04;1000 UTC;0;1004,9;1005;1004,3;,2;26,9;24,6;26,9;26,7;24,6;24,5;88;87;88;80;2,9;1,1;
2020/03/04;1100 UTC;0;1006,2;1006,2;1004,9;88,2;27,2;24,8;27,2;26,8;24,8;24,6;88;86;86;147;2,1;,7;
2020/03/04;1200 UTC;0;1007,3;1007,3;1006,2;323,5;27,6;24,8;27,7;27,2;25;24,5;86;84;85;77;4;2,2;
2020/03/04;1300 UTC;0;1008;1008;1007,3;663,9;28,3;24,3;28,4;27,6;24,8;24,2;85;79;79;69;5,9;2,8;
2020/03/04;1400 UTC;0;1007,9;1008,1;1007,9;1035,6;29,3;24,5;29,3;28,2;24,8;24,1;80;75;76;77;5,9;1,7;
2020/03/04;1500 UTC;0;1007,3;1007,9;1007,3;1966,4;30,4;24,4;30,6;29,2;24,8;23,7;75;68;70;50;5,5;1,7;
2020/03/04;1600 UTC;0;1006,2;1007,3;1006,2;1441,6;31,5;23,5;31,6;30;24,7;23;71;62;63;66;5,1;2,5;
2020/03/04;1700 UTC;0;1005,1;1006,2;1005,1;2546,8;31,6;23,5;32,8;30,3;24,8;22,7;72;56;62;38;5,3;1,4;
2020/03/04;1800 UTC;0;1003,5;1005;1003,5;1577,4;33;22,9;33;31,3;24,4;22,5;67;56;56;79;4;1,6;
2020/03/04;1900 UTC;0;1002,3;1003,5;1002,3;2205,7;32,1;22,4;33,5;31,7;24,7;21,8;63;52;56;56;6,3;2,9;
2020/03/04;2000 UTC;0;1001,7;1002,3;1001,7;2029,2;32,6;21,7;33,3;32,1;23,5;21,6;59;52;53;77;6,3;3;
2020/03/04;2100 UTC;0;1001,9;1001,9;1001,5;522,2;32,5;21,8;32,8;31,7;22,9;21,4;59;52;53;78;5,6;1,5;
2020/03/04;2200 UTC;0;1002,6;1002,6;1001,8;232,3;31;23,6;32,6;31;23,9;21,7;66;53;65;73;5,2;2,5;
2020/03/04;2300 UTC;0;1003,6;1003,6;1002,5;5,1;30,3;22,4;31;30;23,7;21,9;67;60;63;83;4,7;1,5;
2020/03/05;0000 UTC;0;1004,9;1004,9;1003,6;0;28,6;22,9;30,6;28,5;23;22;72;60;71;52;6,7;1,4;
2020/03/05;0100 UTC;0;1005,5;1005,5;1004,9;0;28,3;22,3;28,9;28,3;23;22,1;71;67;70;205;3;,4;
2020/03/05;0200 UTC;0;1006,9;1006,9;1005,5;0;26,8;23,5;29,2;26,8;24,2;22,4;82;69;82;120;7,9;2,8;
2020/03/05;0300 UTC;0;1006,7;1006,9;1006,5;0;25,8;23,3;26,8;25,8;23,7;23,3;88;82;86;104;5,4;,7;
2020/03/05;0400 UTC;0;1006,1;1007;1006,1;0;25,7;23,6;26;25,5;23,9;23,3;89;86;88;13;2,9;,2;
2020/03/05;0500 UTC;,2;1005,4;1006,1;1005,4;0;25,7;23,6;26;25,5;23,9;23,6;90;87;89;278;2,7;,4;
2020/03/05;0600 UTC;0;1005,3;1005,5;1005,2;0;26;23,8;26;25,5;23,9;23,6;90;88;88;109;3,4;1,5;
2020/03/05;0700 UTC;0;1004,6;1005,3;1004,6;0;25,7;23,8;26;25,6;24;23,8;90;88;89;107;4,3;1,4;
2020/03/05;0800 UTC;,2;1004,7;1004,7;1004,5;0;26;23,7;26;25,6;23,9;23,7;90;87;87;67;4,7;1,2;
2020/03/05;0900 UTC;0;1005,2;1005,3;1004,7;0;25,7;23,4;26;25,7;23,7;23,4;88;86;87;50;2,8;,4;
2020/03/05;1000 UTC;0;1006,1;1006,1;1005,2;0;25,6;23;25,9;25,5;23,4;23;88;85;86;53;4,4;2,1;
2020/03/05;1100 UTC;0;1007,1;1007,1;1006,1;97,8;25,8;23;25,8;25,5;23,1;22,8;86;84;85;356;4,4;,6;
2020/03/05;1200 UTC;0;1008;1008;1007,1;288,7;25,9;23,2;26,2;25,8;23,4;23;86;83;85;40;3,7;1,1;
2020/03/05;1300 UTC;,6;1008,9;1008,9;1008;388,4;26,2;23,8;26,2;25,2;24;23,1;91;84;86;62;3,9;,7;
2020/03/05;1400 UTC;0;1009,1;1009,2;1008,9;579,1;27,7;24;27,7;26,2;24,2;23,3;88;80;80;53;2,9;,7;
2020/03/05;1500 UTC;0;1008,5;1009,1;1008,5;1640,1;28,6;23,5;29,5;27,6;24,7;22,9;81;68;74;90;4,9;2,4;
2020/03/05;1600 UTC;,2;1007,7;1008,5;1007,7;2336,1;29,7;23,4;29,8;28,5;24,3;23,3;75;69;69;79;5,4;2,4;
2020/03/05;1700 UTC;0;1006,5;1007,7;1006,5;2641,8;30,2;23,7;30,5;29;24,4;23;72;67;68;106;5,4;1,9;
2020/03/05;1800 UTC;0;1004,9;1006,5;1004,9;1373,1;29,6;24,1;31,2;29,1;24,5;23,3;74;64;73;105;5,5;1,8;
2020/03/05;1900 UTC;0;1003,7;1004,9;1003,7;1489,3;27,8;23;31,1;27,8;24,6;22,9;75;64;75;55;5,4;2;
2020/03/05;2000 UTC;39,2;1004,4;1005;1003,7;67,2;24,6;23,6;27,9;24;23,6;22,6;94;75;94;32;7,4;,6;
2020/03/05;2100 UTC;0;1004,1;1004,4;1004,1;128,1;25,3;24,2;25,3;24,6;24,2;23,6;94;94;94;11;1,6;,5;
2020/03/05;2200 UTC;0;1004;1004,1;1003,5;90,3;25,5;24,1;25,7;25,3;24,3;23,9;94;91;92;20;2,4;,4;
2020/03/05;2300 UTC;0;1005;1005;1004;3,8;25,4;23,8;25,7;25,2;24,2;23,7;92;90;91;343;1,2;,4;
