REGI?O:;N
UF:;AM
ESTAC?O:;MANAUS
CODIGO (WMO):;A101
LATITUDE:;-3,10361111
LONGITUDE:;-60,01555555
ALTITUDE:;48,79
DATA DE FUNDAC?O:;09/05/00
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (W/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2020/05/11;0100 UTC;0;1006,3;1006,4;1006;0;25,1;23,5;25,7;25,1;24,4;23,4;93;90;90;297;2;,7;
2020/05/11;0200 UTC;0;1006,8;1006,9;1006,3;0;25,1;23,2;25,3;25,1;23,6;23,2;91;89;89;3;2,6;,5;
2020/05/11;0300 UTC;0;1006,7;1006,9;1006,7;0;24,8;23,4;25,2;24,7;23,5;23,2;92;89;92;360;1,5;,5;
2020/05/11;0400 UTC;,2;1006,5;1006,7;1006,4;0;24,7;23,5;24,8;24,7;23,6;23,4;93;92;93;15;1,6;,4;
2020/05/11;0500 UTC;0;1006,3;1006,5;1006,3;0;24,5;23,4;24,9;24,5;23,6;23,4;94;93;94;134;1,6;,2;
2020/05/11;0600 UTC;0;1006;1006,3;1005,9;0;24,3;23,4;24,5;24,3;23,5;23,3;95;94;95;284;1,1;,3;
2020/05/11;0700 UTC;0;1005,7;1006;1005,7;0;24,7;23,7;24,9;24,3;23,9;23,4;95;94;94;77;1,3;,7;
2020/05/11;0800 UTC;0;1005,3;1005,7;1005,1;0;24,1;23,2;24,7;24,1;23,7;23,2;95;94;94;347;1,3;,4;
2020/05/11;0900 UTC;0;1005,7;1005,7;1005,3;0;24,1;23,2;24,3;24;23,4;23,1;95;94;95;342;,9;,3;
2020/05/11;1000 UTC;0;1005,9;1005,9;1005,6;2,3;24,1;23,2;24,2;24;23,3;23,2;95;95;95;61;1,1;,5;
2020/05/11;1100 UTC;0;1006,7;1006,7;1005,9;201,9;25,5;24,4;25,5;24,1;24,4;23,2;95;93;93;44;,9;,3;
2020/05/11;1200 UTC;0;1008;1008;1006,7;1056,2;28,3;22,7;28,3;25,5;24,7;22,5;93;72;72;66;1,2;,5;
2020/05/11;1300 UTC;0;1008,3;1008,3;1008;1210,2;28,9;23,3;29,1;27,8;23,9;21,4;77;68;72;267;2,1;,6;
2020/05/11;1400 UTC;0;1008,5;1008,6;1008,3;2200,1;29,2;22,3;30,3;28,2;24,1;21,9;75;65;67;232;3,5;1,4;
2020/05/11;1500 UTC;0;1007,7;1008,5;1007,7;1771,3;30,3;22,8;30,6;29;23,9;22;70;63;64;225;3;,5;
2020/05/11;1600 UTC;0;1006,7;1007,7;1006,7;2007;29,9;22,8;30,7;29,5;23,6;22,1;67;62;66;182;4,5;1,5;
2020/05/11;1700 UTC;0;1005,2;1006,7;1005,2;2569,6;30,4;22,7;32,3;29,9;24,7;21,8;67;57;64;174;3,4;1,5;
2020/05/11;1800 UTC;0;1004;1005,2;1004;1763;30,6;22;32,3;30,3;23,8;21,5;66;54;60;129;4,9;1,6;
2020/05/11;1900 UTC;0;1003,5;1004;1003,4;387,7;28,4;23,1;30,6;28,4;23,7;21,7;73;60;73;83;6,3;3,4;
2020/05/11;2000 UTC;0;1003,5;1003,5;1003,4;332,1;28,9;23,8;28,9;28,1;24,1;23,1;77;73;74;67;6,3;1,4;
2020/05/11;2100 UTC;0;1003,6;1003,6;1003,2;412,9;28,8;23,3;29,2;28,8;24;23,3;74;72;72;70;3,9;1,7;
2020/05/11;2200 UTC;0;1004,2;1004,2;1003,5;67,6;28,6;22,2;28,8;28,3;23,4;22,1;73;68;68;83;3,3;1,7;
2020/05/11;2300 UTC;0;1004,7;1004,7;1004,2;0;27,4;22,9;28,6;27,1;22,9;22,1;76;68;76;70;3,3;1;
2020/05/12;0000 UTC;0;1005,1;1005,1;1004,7;0;27,3;23;28;27,2;23;22,5;77;72;77;77;2,2;1;
2020/05/12;0100 UTC;0;1006,2;1006,2;1005,1;0;27;23,4;27,4;26,6;23,8;22,9;84;77;81;80;2,2;,5;
2020/05/12;0200 UTC;0;1006,7;1006,8;1006,2;0;27;24,1;27,5;26,7;24,1;23,3;84;80;84;91;1,7;,5;
2020/05/12;0300 UTC;0;1006,7;1006,8;1006,5;0;27,5;24,2;27,7;27;24,3;23,9;84;81;82;108;2,3;,8;
2020/05/12;0400 UTC;0;1006,3;1006,8;1006,2;0;27,2;24,7;27,5;27,1;24,7;24,1;86;82;86;131;3;,7;
2020/05/12;0500 UTC;0;1005,6;1006,3;1005,6;0;26,7;24,7;27,2;26,7;24,9;24,6;89;86;89;106;2,7;,6;
2020/05/12;0600 UTC;0;1004,9;1005,6;1004,9;0;26,8;24,8;26,8;26,6;24,9;24,7;90;89;89;113;2,2;,7;
2020/05/12;0700 UTC;0;1005;1005,2;1004,9;0;26,7;24,9;26,8;26,7;25;24,8;90;89;90;106;3,7;1,4;
2020/05/12;0800 UTC;,8;1005;1005,1;1004,8;0;26,3;24,9;26,8;26,2;24,9;24,8;92;89;92;112;3,1;,9;
2020/05/12;0900 UTC;24,8;1005,4;1005,8;1005;1,4;24;23,1;26,4;23,6;25;22,5;95;89;95;77;6,9;1,4;
2020/05/12;1000 UTC;1,6;1005,5;1005,6;1005,4;,5;24,8;23,8;24,8;24;23,8;23,2;95;94;94;70;3,9;1,4;
2020/05/12;1100 UTC;2,8;1006;1006;1005,5;56,7;25;23,7;25,2;24,8;24,1;23,6;94;92;93;98;4;1,3;
2020/05/12;1200 UTC;,6;1006,6;1006,6;1006;324,8;25,8;24,4;25,9;25;24,4;23,7;93;91;92;94;4,6;1,5;
2020/05/12;1300 UTC;0;1007,1;1007,1;1006,6;1263,4;27,3;24,2;27,3;25,8;24,7;23,9;92;82;83;99;4,9;1,9;
2020/05/12;1400 UTC;0;1007;1007,2;1006,9;1855,8;29,4;24,3;29,4;27,1;24,9;23,6;85;73;74;83;4,4;2,4;
2020/05/12;1500 UTC;0;1006,1;1007;1006,1;2618,5;30,2;23,7;30,4;29,3;24,7;23,4;76;67;68;72;5,9;2,9;
2020/05/12;1600 UTC;0;1005;1006,2;1005;3355,3;31,3;23,3;31,6;30,2;24,7;22,8;70;60;63;75;6,1;2,8;
2020/05/12;1700 UTC;0;1003,8;1005;1003,8;3036,5;31,9;23,4;31,9;31,1;24,1;22,3;65;58;61;83;6,6;2,4;
2020/05/12;1800 UTC;0;1002,4;1003,8;1002,4;2708,6;31,5;22,7;32,4;31,3;24,2;22;62;56;60;88;6,1;1,9;
2020/05/12;1900 UTC;0;1001,6;1002,4;1001,6;1900,8;31,5;23,4;32,6;31,3;23,7;21,9;63;56;62;94;4,9;1,6;
2020/05/12;2000 UTC;0;1001,5;1001,6;1001,3;1119,1;31,3;22,8;32;31;24,2;22,4;65;59;61;100;4,6;2,3;
2020/05/12;2100 UTC;0;1001,6;1001,6;1001,4;548,2;30,5;23,2;31,5;30,4;23,4;22,5;66;60;65;89;5;1,9;
2020/05/12;2200 UTC;0;1002,1;1002,1;1001,6;83,1;29,8;23,2;30,5;29,6;23,6;23,1;69;65;67;81;3,8;1,3;
2020/05/12;2300 UTC;0;1002,9;1002,9;1002,1;0;29;23,5;29,9;29;23,5;23;72;67;72;86;2,8;,8;
2020/05/13;0000 UTC;0;1004;1004;1002,9;0;29,1;23,8;29,6;28,8;23,8;23,2;73;69;73;73;2,5;,9;
2020/05/13;0100 UTC;0;1004,5;1004,7;1004;0;28,8;23,7;29,4;28,3;24,1;23,4;76;70;74;64;2,1;1,1;
2020/05/13;0200 UTC;0;1005,4;1005,5;1004,5;0;27,8;24,3;28,9;27,8;24,5;23,7;82;74;81;71;2,1;,9;
2020/05/13;0300 UTC;0;1005,5;1005,7;1005,4;0;27,7;24,4;28,1;27,7;24,5;24,2;82;80;82;44;1,8;,7;
2020/05/13;0400 UTC;0;1005,2;1005,5;1005,2;0;28,2;24,5;28,2;27,2;24,8;24,4;87;80;80;106;2,3;1;
2020/05/13;0500 UTC;0;1004,9;1005,3;1004,9;0;27,6;24,7;28,2;27,6;24,9;24,4;85;80;84;127;2,9;1,5;
2020/05/13;0600 UTC;0;1004,1;1004,9;1004,1;0;27,3;24,4;27,6;27,3;24,7;24,3;85;83;84;108;2,5;,9;
2020/05/13;0700 UTC;0;1003,9;1004,2;1003,9;0;27;24,8;27,3;26,7;24,9;24,3;89;84;88;244;2,1;1,2;
2020/05/13;0800 UTC;0;1004,5;1004,5;1003,9;0;26,4;24,7;27,1;26,4;25;24,5;90;88;90;298;3,3;,5;
2020/05/13;0900 UTC;0;1005;1005;1004,5;0;26;24,3;26,4;26;24,7;24,3;91;90;90;276;2,9;1,1;
2020/05/13;1000 UTC;0;1005,1;1005,2;1004,9;,5;25,8;24,3;26;25,8;24,3;24,2;91;90;91;285;2,9;1,1;
2020/05/13;1100 UTC;0;1006,1;1006,1;1005,1;119,8;26,1;24,5;26,2;25,8;24,7;24,3;92;90;91;290;2,8;,8;
2020/05/13;1200 UTC;0;1007,4;1007,4;1006,1;211,8;26,6;24,4;26,7;26,1;24,8;24,4;91;88;88;265;3,9;1,6;
2020/05/13;1300 UTC;0;1007,7;1007,7;1007,4;502,3;27,7;24,4;27,8;26,6;25;24,3;88;82;82;298;3,6;,8;
2020/05/13;1400 UTC;0;1007,6;1007,8;1007,6;874,4;27,7;25,2;27,9;27,4;25,5;24,1;89;82;86;267;4;1,9;
2020/05/13;1500 UTC;0;1006,9;1007,7;1006,9;1037,6;28,5;24,7;28,7;27,6;25,4;24,4;87;78;80;294;3,7;1,3;
2020/05/13;1600 UTC;0;1006,1;1006,9;1006,1;1246,1;29,5;25;29,5;28,4;25,3;24,3;81;77;77;267;4,1;1,7;
2020/05/13;1700 UTC;0;1005;1006,1;1005;1803,1;30,1;24,7;30,3;29;25,4;24,2;79;72;73;253;5,1;2,5;
2020/05/13;1800 UTC;,2;1004,3;1005;1004,3;878,9;27,4;24,9;30,6;27,4;25,3;24,2;86;70;86;292;4,9;2;
2020/05/13;1900 UTC;1;1003,9;1004,3;1003,8;180,9;26,7;24,7;27,4;26,5;25,6;24,7;92;86;89;191;4,7;,9;
2020/05/13;2000 UTC;0;1003,9;1004,1;1003,8;131,3;26,7;24,4;27;26,4;25,2;23,8;92;84;87;40;3,9;,8;
2020/05/13;2100 UTC;0;1003,6;1004;1003,6;167,9;24,9;22,9;26,7;24,6;24,6;22,6;90;82;89;31;6,1;,9;
2020/05/13;2200 UTC;0;1003,8;1003,9;1003,5;113,2;24,6;23;25,1;24,6;23,1;22,8;90;88;90;195;3;,5;
2020/05/13;2300 UTC;0;1004,6;1004,6;1003,8;0;25;23;25,1;24,5;23,1;22,7;91;88;88;60;1,6;,7;
2020/05/14;0000 UTC;0;1004,9;1004,9;1004,6;0;24,6;23,1;25;24,6;23,2;23;92;88;92;343;1,5;,6;
2020/05/14;0100 UTC;0;1005,8;1005,8;1004,9;0;24,6;23,4;24,8;24,5;23,5;23,2;93;92;93;266;1,8;,4;
2020/05/14;0200 UTC;0;1006,2;1006,3;1005,8;0;24,6;23,6;24,6;24,4;23,6;23,3;94;93;94;328;2,8;1;
2020/05/14;0300 UTC;0;1006,4;1006,6;1006,2;0;24,9;23,4;24,9;24,6;23,7;23,4;94;92;92;265;2,8;1,4;
2020/05/14;0400 UTC;0;1006,3;1006,5;1006,3;0;24,3;23,2;24,9;24,3;23,5;23,1;93;91;93;283;2,9;,8;
2020/05/14;0500 UTC;0;1006,1;1006,3;1005,9;0;24,1;23,1;24,3;24;23,2;23;94;93;94;4;1,5;,5;
2020/05/14;0600 UTC;0;1006;1006,1;1005,9;0;24;23;24,1;23,9;23,2;23;95;94;95;345;2,7;,7;
2020/05/14;0700 UTC;0;1005,5;1006;1005,5;0;24,1;23,1;24,2;23,9;23,2;23;95;94;94;292;2,4;,7;
2020/05/14;0800 UTC;0;1005,5;1005,6;1005,4;0;23,8;22,8;24,1;23,8;23,2;22,8;94;94;94;296;2,8;,9;
2020/05/14;0900 UTC;0;1006,2;1006,2;1005,5;0;23,9;22,9;23,9;23,7;22,9;22,7;94;94;94;329;2,5;,6;
2020/05/14;1000 UTC;0;1006,9;1006,9;1006,2;,6;23,8;22,7;23,9;23,7;22,9;22,6;94;94;94;296;2,9;1;
2020/05/14;1100 UTC;0;1007,7;1007,7;1006,9;228,8;25,1;23,3;25,1;23,7;23,3;22,6;94;89;90;292;2,7;,9;
2020/05/14;1200 UTC;0;1008,3;1008,4;1007,7;671,8;25,4;22,4;25,6;24,9;23,5;22,4;89;83;83;311;4,1;1,5;
2020/05/14;1300 UTC;0;1008,4;1008,5;1008,3;1527;28;24,6;28;25,4;24,6;22,4;85;78;82;289;5,2;1,5;
2020/05/14;1400 UTC;0;1008,4;1008,4;1008,3;2347,2;28,7;22,7;29,3;27,4;24,2;22,2;82;69;70;260;4,3;1,7;
2020/05/14;1500 UTC;,2;1008,2;1008,4;1008,2;1337,1;28,2;23,2;28,7;27,7;23,6;22,6;76;70;74;285;4,8;1,3;
2020/05/14;1600 UTC;0;1007,3;1008,2;1007,3;1469;29,4;23,3;29,4;27,7;23,6;22,5;76;69;70;257;4,4;2,3;
2020/05/14;1700 UTC;6;1007;1007,3;1006,7;565,7;24,8;23,3;29,5;24,8;23,9;22,5;91;67;91;33;4,4;1,2;
2020/05/14;1800 UTC;21,6;1005,2;1007,1;1005,2;270,3;24,7;23,7;24,8;23,5;23,7;22,4;95;92;94;357;3,9;,5;
2020/05/14;1900 UTC;0;1005;1005,2;1004,7;408,8;25,8;23,5;25,8;24,7;24,1;23;94;85;87;155;3;,5;
2020/05/14;2000 UTC;1,6;1004,7;1005;1004,7;340,3;25,2;23,8;26,1;25,1;23,8;23;92;83;92;354;1,8;,6;
2020/05/14;2100 UTC;,4;1004,3;1004,7;1004,2;302,4;25,6;24,2;25,9;25,2;24,6;23,7;93;91;92;26;1,5;,4;
2020/05/14;2200 UTC;0;1004,4;1004,5;1004,3;68,2;24,8;23,7;25,7;24,8;24,4;23,7;94;92;94;199;1,4;,2;
2020/05/14;2300 UTC;0;1005,7;1005,7;1004,4;0;25,1;24,1;25,1;24,8;24,1;23,7;94;94;94;74;1,6;,8;
2020/05/15;0000 UTC;0;1006,7;1006,7;1005,7;0;24,8;23,8;25,2;24,8;24,1;23,8;94;93;94;107;1,6;,2;
2020/05/15;0100 UTC;0;1007,2;1007,2;1006,7;0;24,8;23,7;25,2;24,7;23,9;23,6;94;92;94;133;1,5;,5;
2020/05/15;0200 UTC;0;1007,6;1007,6;1007,2;0;24,6;23,6;24,8;24,5;23,7;23,4;95;94;95;58;1,3;,3;
2020/05/15;0300 UTC;0;1007,5;1007,6;1007,4;0;24,4;23,5;24,6;24,4;23,6;23,4;95;94;95;45;,8;,3;
2020/05/15;0400 UTC;0;1007,3;1007,6;1007,3;0;24,4;23,5;24,7;24,4;23,8;23,4;95;94;94;292;1,5;,4;
2020/05/15;0500 UTC;0;1006,9;1007,3;1006,8;0;24,5;23,6;24,5;24,2;23,6;23,3;95;94;95;49;1,4;,7;
2020/05/15;0600 UTC;0;1006,2;1006,9;1006,2;0;24,7;23,7;24,7;24,5;23,7;23,6;95;94;94;61;1,8;1,1;
2020/05/15;0700 UTC;0;1005,8;1006,2;1005,8;0;24,7;23,7;24,8;24,6;23,8;23,6;94;94;94;46;1,8;,7;
2020/05/15;0800 UTC;0;1005,9;1006;1005,8;0;24,7;23,6;24,8;24,6;23,7;23,6;94;94;94;76;2,2;,6;
2020/05/15;0900 UTC;0;1006,3;1006,3;1005,9;0;24,6;23,6;24,7;24,5;23,7;23,5;94;94;94;61;1,6;,3;
2020/05/15;1000 UTC;0;1006,9;1006,9;1006,3;1;24,6;23,7;24,7;24,5;23,7;23,6;95;94;94;278;1,1;,2;
2020/05/15;1100 UTC;0;1007,7;1007,7;1006,9;185,4;25,4;23,6;25,4;24,6;24,2;23,6;95;90;90;52;2,4;,9;
2020/05/15;1200 UTC;0;1008,1;1008,1;1007,7;897,3;27,7;23,3;27,9;25,4;24,1;23,1;90;77;77;45;2,3;1;
2020/05/15;1300 UTC;0;1008,4;1008,4;1008,1;1879,4;29;23,4;29,1;27,7;24,5;23,1;78;71;72;56;3,5;1,6;
2020/05/15;1400 UTC;0;1008,3;1008,5;1008,3;2177,3;29,1;23,3;30,5;28,9;24,6;22,1;75;64;71;59;3,9;1,4;
2020/05/15;1500 UTC;0;1008,2;1008,4;1008,2;2199,8;30,1;22,6;30,6;29,2;23,6;22,1;71;62;64;105;4,6;2,2;
2020/05/15;1600 UTC;0;1007,2;1008,2;1007,2;3374,4;31;21,1;31,3;30,1;23,2;20,8;65;55;56;89;5,4;2,4;
2020/05/15;1700 UTC;0;1005,9;1007,2;1005,9;3177,1;31,6;21,6;31,8;30,7;22,6;21;60;54;56;102;5,1;2,4;
2020/05/15;1800 UTC;0;1004,4;1005,9;1004,4;2658,5;30,9;21,4;32,7;30,9;22,4;21,1;58;53;57;113;5,1;2,1;
2020/05/15;1900 UTC;0;1003,8;1004,4;1003,7;2309,8;31,8;22;32,5;30,9;22,7;21,7;60;54;56;85;5,6;2,7;
2020/05/15;2000 UTC;0;1003,5;1003,9;1003,4;326,8;30,3;22,9;31,8;30,2;23,1;21,2;66;56;65;96;5,6;1,3;
2020/05/15;2100 UTC;4;1004;1004,3;1003,4;186;25,8;24,2;30,3;25,6;24,3;22,6;92;64;91;122;5,6;1,7;
2020/05/15;2200 UTC;0;1005;1005;1004;61,8;26,3;24,1;26,4;25,8;24,5;23,9;91;87;88;116;4,5;2,2;
2020/05/15;2300 UTC;0;1006,1;1006,1;1005;,2;26,3;24;26,4;26,2;24,3;23,9;88;86;87;82;4;1,9;
2020/05/16;0000 UTC;0;1006,5;1006,5;1006,1;0;26,3;23,6;26,4;26,3;24,1;23,4;88;84;85;97;3,9;,8;
2020/05/16;0100 UTC;0;1007,2;1007,2;1006,5;,2;26,3;23,6;26,5;26,1;23,6;23,2;86;83;85;91;2,5;,8;
2020/05/16;0200 UTC;0;1007,2;1007,4;1007,2;0;25,9;23,7;26,4;25,9;23,7;23,2;88;83;88;85;2;,6;
2020/05/16;0300 UTC;0;1007,6;1007,6;1007,2;0;25,3;23,8;25,9;25,3;23,9;23,7;91;88;91;355;1,6;,4;
2020/05/16;0400 UTC;0;1007,7;1007,7;1007,5;0;25,5;23,8;25,6;25,1;23,9;23,6;92;90;90;51;1,9;1,1;
2020/05/16;0500 UTC;0;1007,4;1007,7;1007,4;0;25,2;23,7;25,6;25,1;23,8;23,6;92;90;91;53;1,9;,5;
2020/05/16;0600 UTC;0;1006,6;1007,4;1006,6;0;25,2;23,9;25,2;25,1;23,9;23,7;93;91;93;320;,8;,5;
2020/05/16;0700 UTC;0;1006,2;1006,6;1006,2;0;25,2;23,8;25,5;25,1;24,1;23,8;93;91;92;344;1,4;,3;
2020/05/16;0800 UTC;0;1006,2;1006,3;1006,2;0;25,2;23,9;25,2;25,1;23,9;23,8;93;92;92;342;,9;,3;
2020/05/16;0900 UTC;0;1006,1;1006,3;1006;0;24,9;23,8;25,3;24,9;23,9;23,7;94;92;94;271;1,2;,5;
2020/05/16;1000 UTC;0;1006,8;1006,8;1006,1;2;25,7;24,4;25,7;24,9;24,4;23,8;94;93;93;223;2,2;,9;
2020/05/16;1100 UTC;0;1007,1;1007,1;1006,8;130,2;26;24,3;26;25,7;24,4;24,2;93;90;90;227;3,2;1,3;
2020/05/16;1200 UTC;0;1008;1008;1007,1;700,3;27,3;23,7;27,3;25,9;24,5;23,7;90;81;81;160;3;,5;
2020/05/16;1300 UTC;0;1008,5;1008,5;1008;1919,8;29,4;24,2;29,6;27,4;24,7;23,4;81;73;73;250;2,7;1,3;
2020/05/16;1400 UTC;0;1008,5;1008,6;1008,4;1966,9;29,7;22,5;30,2;28,8;24,6;22,5;75;65;65;203;3,8;1,6;
2020/05/16;1500 UTC;0;1008,3;1008,5;1008,3;2572,7;31;22,7;31,6;29,7;23,9;22,4;69;61;61;161;4,7;2;
2020/05/16;1600 UTC;0;1007,3;1008,3;1007,3;3028,5;30,9;23,5;31,4;30;23,5;21,5;65;59;65;155;4,8;1,9;
2020/05/16;1700 UTC;0;1006;1007,3;1006;2998,7;30,7;21,9;31,7;30,4;23,7;21,2;65;56;59;185;6,2;2,4;
2020/05/16;1800 UTC;0;1004,8;1006;1004,8;2499,6;31,1;21,7;32,3;30,4;23;21;62;53;57;176;5,6;1,5;
2020/05/16;1900 UTC;0;1003,4;1004,8;1003,4;1595,6;30,9;21,4;32,3;30,6;23,1;20,9;60;54;57;171;4,5;1,9;
2020/05/16;2000 UTC;0;1003,4;1003,5;1003,3;1064,5;31,3;22,6;32;30,7;22,7;21;61;55;60;88;4,5;1,1;
2020/05/16;2100 UTC;0;1003,8;1003,8;1003,4;475,3;30,6;21,3;31,6;30,5;22,2;21,2;61;56;58;108;4;1,4;
2020/05/16;2200 UTC;0;1004,3;1004,4;1003,8;69,8;29,8;22,5;30,6;29,8;22,6;21,2;65;57;65;88;4;1,4;
2020/05/16;2300 UTC;0;1005,6;1005,6;1004,3;0;28,9;23,1;29,9;28,9;23,3;22,4;71;64;71;169;2,8;1;
2020/05/17;0000 UTC;,8;1006,8;1006,9;1005,6;0;25,3;23,6;28,8;25,3;23,8;22,5;91;71;90;122;8,9;1,5;
2020/05/17;0100 UTC;0;1007,3;1007,3;1006,7;0;25,6;23,3;25,6;25;23,6;23;90;87;87;63;5,3;1,7;
2020/05/17;0200 UTC;0;1007,4;1007,4;1007,2;0;25,6;23,4;25,8;25,2;23,5;23,2;90;86;88;57;3;,6;
2020/05/17;0300 UTC;0;1007,2;1007,5;1007,2;0;25,8;23,7;25,8;25,5;23,7;23,4;89;88;88;67;2,8;,7;
2020/05/17;0400 UTC;0;1006,8;1007,2;1006,8;0;25,5;23,8;25,8;25,4;23,9;23,6;91;88;90;70;1,4;,5;
2020/05/17;0500 UTC;0;1006,6;1006,9;1006,6;0;25,5;23,9;25,6;25,2;23,9;23,7;91;90;91;56;1,7;,8;
2020/05/17;0600 UTC;0;1005,9;1006,6;1005,9;0;25,5;23,8;25,7;25,4;24;23,8;91;90;91;77;1,7;,4;
2020/05/17;0700 UTC;0;1005,6;1006;1005,5;0;25,6;23,8;25,8;25,4;24;23,8;91;90;90;49;2;1,1;
2020/05/17;0800 UTC;0;1005,4;1005,6;1005,4;0;25,3;23,5;25,6;25,3;23,8;23,5;91;89;90;50;2;1,2;
2020/05/17;0900 UTC;0;1005,8;1005,8;1005,4;0;25,2;23,4;25,3;25;23,6;23,4;91;90;90;44;2;,6;
2020/05/17;1000 UTC;0;1006,2;1006,2;1005,8;1,2;25;23,3;25,3;25;23,4;23,2;90;89;90;350;1,6;,4;
2020/05/17;1100 UTC;0;1007,1;1007,1;1006,2;90,2;25,7;23,6;25,7;25;23,6;23,3;91;88;88;48;1,8;1;
2020/05/17;1200 UTC;0;1007,8;1007,8;1007,1;315,3;26,7;24,3;26,7;25,7;24,4;23,5;89;86;87;4;1,8;,4;
2020/05/17;1300 UTC;0;1008,1;1008,2;1007,8;1153;28,9;24,6;28,9;26,7;24,6;23,5;87;76;78;169;2,3;1;
2020/05/17;1400 UTC;0;1008,1;1008,1;1008;1097,7;28,4;24,5;29,5;28;24,9;23,2;80;70;80;218;3,3;1,5;
2020/05/17;1500 UTC;0;1007,5;1008,1;1007,5;1706,2;30,9;23,7;31,2;28,4;25,1;23,5;80;66;66;251;4,5;1,9;
2020/05/17;1600 UTC;,2;1006,4;1007,5;1006,4;2154,2;30,4;22,9;31,8;29,3;24,1;22,3;72;58;64;89;4,3;1,4;
2020/05/17;1700 UTC;0;1005,7;1006,4;1005,6;1027;28,2;23;32;28,2;24;22,4;74;59;74;43;7,3;2;
2020/05/17;1800 UTC;0;1004,3;1005,7;1004,3;716;28,6;24;28,7;27,8;24,2;22,5;79;72;76;14;5,2;,6;
2020/05/17;1900 UTC;0;1003,6;1004,3;1003,6;664,2;29,3;22;29,3;28,4;23,8;22;76;65;65;130;2,1;1,1;
2020/05/17;2000 UTC;0;1002,9;1003,6;1002,9;478,8;28,9;23,2;29,7;28,8;23,5;22;73;64;71;107;2,3;,6;
2020/05/17;2100 UTC;0;1003,1;1003,2;1002,9;383,9;29,3;23,1;29,6;28,9;23,4;22,4;71;66;69;130;2,4;1;
2020/05/17;2200 UTC;0;1003,9;1003,9;1003,1;118,4;28,1;24;29,4;28,1;24;23,1;79;69;79;125;3,3;1,6;
2020/05/17;2300 UTC;0;1004,6;1004,6;1003,9;0;27,7;24,4;28,1;27,5;24,7;24,1;85;79;82;121;3,3;1;
2020/05/18;0000 UTC;0;1005,5;1005,5;1004,6;0;27,5;24;27,7;27;24,7;24;86;81;81;122;2,1;,9;
2020/05/18;0100 UTC;0;1006,4;1006,4;1005,5;0;27,1;24,5;27,7;26,6;24,6;23,8;87;80;86;130;2;,7;
2020/05/18;0200 UTC;0;1007,3;1007,4;1006,4;0;27,2;24,6;27,3;26,7;24,9;24,4;89;86;86;63;1,5;,7;
2020/05/18;0300 UTC;0;1007,1;1007,4;1007,1;0;26,9;24,3;27,1;26,7;24,6;24,3;87;86;86;56;1,9;,5;
2020/05/18;0400 UTC;0;1007,1;1007,2;1007,1;0;26,5;24;26,9;26,4;24,4;23,9;88;85;86;44;1,9;,5;
2020/05/18;0500 UTC;0;1006,4;1007,1;1006,4;0;26,3;23;26,8;26,3;23,9;22,8;86;80;82;60;2,4;1,1;
2020/05/18;0600 UTC;0;1005,8;1006,5;1005,8;0;25,8;23;26,5;25,8;23,2;22,9;85;80;85;68;2,4;,8;
2020/05/18;0700 UTC;0;1005,1;1005,8;1005,1;0;25,2;23,2;26;25,2;23,2;22,8;89;83;89;98;1,7;,3;
2020/05/18;0800 UTC;0;1005,2;1005,2;1004,9;0;25,2;23,2;25,6;25,1;23,2;22,9;89;86;89;70;1,4;,8;
2020/05/18;0900 UTC;0;1005,9;1005,9;1005,2;0;25,2;23,2;25,8;25,2;23,4;23,1;89;86;89;70;1,6;,8;
2020/05/18;1000 UTC;0;1006,7;1006,7;1005,9;1;25,3;23,4;25,4;25,1;23,4;23,2;90;89;89;56;1,7;1;
2020/05/18;1100 UTC;0;1007,3;1007,3;1006,7;236;26,8;23,7;26,8;25,3;24;23,3;89;83;83;348;2,4;,6;
2020/05/18;1200 UTC;0;1008,1;1008,1;1007,3;936,3;28,6;24,2;28,6;26,8;24,3;23;85;75;77;45;2,8;,8;
2020/05/18;1300 UTC;0;1008,4;1008,4;1008,1;1691,4;29,7;23,2;29,9;28,3;24,1;22,7;77;67;68;67;3,6;1,7;
2020/05/18;1400 UTC;0;1008,7;1008,7;1008,4;2363,1;30,3;23,3;31,4;29,3;24,2;22,5;69;62;66;360;4,9;1,4;
2020/05/18;1500 UTC;0;1008,1;1008,7;1008,1;1876,5;30,9;23,7;31,8;29,8;24,5;22,4;70;61;66;61;3,6;1,4;
